FEloop,Hfield,V,R,sigma
30%MnS6RxxH3K,Field,Rx1,Rx2,
Temp,,,,
3.00017,56222.41797,0.169,-2.38882,#SPILL!
3.00017,56332.48047,0.16882,-2.49509,#SPILL!
3.00017,56442.78125,0.16882,-2.49509,#SPILL!
3.00017,56530.88281,0.16873,-2.54823,#SPILL!
3.00017,56641.20703,0.16891,-2.44195,#SPILL!
3.00017,56751.38672,0.16891,-2.44195,#SPILL!
3.00017,56861.65234,0.16873,-2.54823,#SPILL!
3.00017,56949.84375,0.16891,-2.44195,#SPILL!
3.00017,57060.26172,0.16873,-2.54823,#SPILL!
3.00017,57170.39062,0.16882,-2.49509,#SPILL!
3.00017,57258.56641,0.16882,-2.49509,#SPILL!
3.00017,57369.05078,0.16882,-2.49509,#SPILL!
3.00017,57479.125,0.16864,-2.60136,#SPILL!
3.00017,57567.37891,0.16891,-2.44195,#SPILL!
3.00017,57677.55078,0.16891,-2.44195,#SPILL!
3.00017,57787.83984,0.16873,-2.54823,#SPILL!
3.00017,57897.92969,0.16891,-2.44195,#SPILL!
3.00017,57986.09375,0.16873,-2.54823,#SPILL!
3.00017,58096.25781,0.16891,-2.44195,#SPILL!
3.00017,58184.48828,0.16891,-2.44195,#SPILL!
3.00017,58294.64453,0.16882,-2.49509,#SPILL!
3.00017,58405.04297,0.1691,-2.33568,#SPILL!
3.00017,58515.3125,0.16882,-2.49509,#SPILL!
3.00017,58625.42188,0.16891,-2.44195,#SPILL!
3.00017,58735.66797,0.16873,-2.54823,#SPILL!
3.00017,58823.92969,0.16891,-2.44195,#SPILL!
3.00017,58934.1875,0.16891,-2.44195,#SPILL!
3.00017,59044.34375,0.16864,-2.60136,#SPILL!
3.00017,59132.57813,0.16873,-2.54823,#SPILL!
3.00017,59242.85938,0.16882,-2.49509,#SPILL!
3.00017,59353.12891,0.16882,-2.49509,#SPILL!
3.00017,59441.28125,0.16882,-2.49509,#SPILL!
3.00017,59551.37109,0.16891,-2.44195,#SPILL!
3.00017,59661.50781,0.16873,-2.54823,#SPILL!
3.00017,59771.99609,0.16864,-2.60136,#SPILL!
3.00017,59860.03125,0.16864,-2.60136,#SPILL!
3.00017,59970.41406,0.16873,-2.54823,#SPILL!
3.00017,60080.52344,0.16891,-2.44195,#SPILL!
3.00017,60190.67578,0.16891,-2.44195,#SPILL!
3.00017,60278.94922,0.16891,-2.44195,#SPILL!
3.00017,60389.21484,0.16864,-2.60136,#SPILL!
3.00017,60499.90625,0.16882,-2.49509,#SPILL!
3.00017,60610.22656,0.16864,-2.60136,#SPILL!
3.00017,60698.41406,0.169,-2.38882,#SPILL!
3.00017,60808.66016,0.16882,-2.49509,#SPILL!
3.00017,60918.86719,0.16873,-2.54823,#SPILL!
3.00017,61007.23438,0.16891,-2.44195,#SPILL!
3.00017,61117.35156,0.16891,-2.44195,#SPILL!
3.00017,61227.62891,0.16882,-2.49509,#SPILL!
3.00017,61337.78125,0.16891,-2.44195,#SPILL!
3.00017,61448.02734,0.16891,-2.44195,#SPILL!
3.00017,61558.21094,0.16882,-2.49509,#SPILL!
3.00017,61646.30469,0.16873,-2.54823,#SPILL!
3.00017,61756.71875,0.16882,-2.49509,#SPILL!
3.00017,61866.83203,0.16882,-2.49509,#SPILL!
3.00017,61955.17188,0.16882,-2.49509,#SPILL!
3.00017,62065.34375,0.16873,-2.54823,#SPILL!
3.00017,62175.55078,0.16873,-2.54823,#SPILL!
3.00017,62285.75,0.16882,-2.49509,#SPILL!
3.00017,62373.89453,0.16864,-2.60136,#SPILL!
3.00017,62484.36328,0.16873,-2.54823,#SPILL!
3.00017,62594.41797,0.16882,-2.49509,#SPILL!
3.00017,62682.60938,0.16882,-2.49509,#SPILL!
3.00017,62792.77734,0.16882,-2.49509,#SPILL!
3.00017,62881.07422,0.16864,-2.60136,#SPILL!
3.00017,62991.39844,0.16873,-2.54823,#SPILL!
3.00017,63101.57813,0.16873,-2.54823,#SPILL!
3.00017,63211.58594,0.16882,-2.49509,#SPILL!
3.00017,63299.94922,0.16873,-2.54823,#SPILL!
3.00017,63410.02734,0.16873,-2.54823,#SPILL!
3.00017,63520.40625,0.16891,-2.44195,#SPILL!
3.00017,63630.58594,0.16864,-2.60136,#SPILL!
3.00017,63718.90625,0.16873,-2.54823,#SPILL!
3.00017,63828.97656,0.16873,-2.54823,#SPILL!
3.00017,63917.27344,0.16882,-2.49509,#SPILL!
3.00017,64049.83594,0.16864,-2.60136,#SPILL!
3.00017,64138.06641,0.16873,-2.54823,#SPILL!
3.00017,64248.25781,0.16864,-2.60136,#SPILL!
3.00017,64336.28125,0.16882,-2.49509,#SPILL!
3.00017,64446.72266,0.16873,-2.54823,#SPILL!
3.00017,64556.98438,0.16891,-2.44195,#SPILL!
3.00017,64667.26953,0.16891,-2.44195,#SPILL!
3.00017,64755.40625,0.16882,-2.49509,#SPILL!
3.00017,64865.74609,0.16882,-2.49509,#SPILL!
3.00017,64975.64844,0.16882,-2.49509,#SPILL!
3.00017,65086.06641,0.16882,-2.49509,#SPILL!
3.00017,65174.25781,0.16891,-2.44195,#SPILL!
3.00017,65284.47656,0.16873,-2.54823,#SPILL!
3.00017,65372.67578,0.16891,-2.44195,#SPILL!
3.00017,65504.98438,0.16873,-2.54823,#SPILL!
3.00017,65593.25,0.16891,-2.44195,#SPILL!
3.00017,65703.49219,0.16891,-2.44195,#SPILL!
3.00017,65813.64063,0.16891,-2.44195,#SPILL!
3.00017,65901.76563,0.16873,-2.54823,#SPILL!
3.00017,66012,0.16873,-2.54823,#SPILL!
3.00017,66122.15625,0.16882,-2.49509,#SPILL!
3.00017,66232.53125,0.16882,-2.49509,#SPILL!
3.00017,66320.69531,0.16882,-2.49509,#SPILL!
3.00017,66430.98438,0.16864,-2.60136,#SPILL!
3.00017,66541.19531,0.16873,-2.54823,#SPILL!
3.00017,66651.38281,0.16873,-2.54823,#SPILL!
3.00017,66739.51563,0.16864,-2.60136,#SPILL!
3.00017,66849.75781,0.16873,-2.54823,#SPILL!
3.00017,66959.99219,0.16854,-2.6545,#SPILL!
3.00017,67048.15625,0.16873,-2.54823,#SPILL!
3.00017,67158.42969,0.16882,-2.49509,#SPILL!
3.00017,67268.6875,0.16864,-2.60136,#SPILL!
3.00017,67378.96094,0.16882,-2.49509,#SPILL!
3.00017,67467.19531,0.16873,-2.54823,#SPILL!
3.00017,67577.53125,0.16882,-2.49509,#SPILL!
3.00017,67687.84375,0.16882,-2.49509,#SPILL!
3.00017,67776.14844,0.16873,-2.54823,#SPILL!
3.00017,67886.17969,0.16882,-2.49509,#SPILL!
3.00017,67996.57031,0.16873,-2.54823,#SPILL!
3.00017,68084.72656,0.16882,-2.49509,#SPILL!
3.00017,68194.88281,0.16873,-2.54823,#SPILL!
3.00017,68305.24219,0.16864,-2.60136,#SPILL!
3.00017,68415.46094,0.16864,-2.60136,#SPILL!
3.00017,68525.8125,0.16873,-2.54823,#SPILL!
3.00017,68613.85156,0.16873,-2.54823,#SPILL!
3.00017,68724.02344,0.16864,-2.60136,#SPILL!
3.00017,68812.17188,0.16864,-2.60136,#SPILL!
3.00017,68922.49219,0.16873,-2.54823,#SPILL!
3.00017,69032.82813,0.16864,-2.60136,#SPILL!
3.00017,69142.94531,0.16873,-2.54823,#SPILL!
3.00017,69231.17969,0.16864,-2.60136,#SPILL!
3.00017,69341.39844,0.16873,-2.54823,#SPILL!
3.00017,69451.51563,0.16873,-2.54823,#SPILL!
3.00017,69539.82031,0.16873,-2.54823,#SPILL!
3.00017,69649.89063,0.16864,-2.60136,#SPILL!
3.00017,69760.33594,0.16864,-2.60136,#SPILL!
3.00017,69870.52344,0.16882,-2.49509,#SPILL!
3.00017,69958.82813,0.16873,-2.54823,#SPILL!
3.00017,70068.78125,0.16864,-2.60136,#SPILL!
3.00017,70179.15625,0.16864,-2.60136,#SPILL!
3.00017,70289.20313,0.16854,-2.6545,#SPILL!
3.00017,70377.60938,0.16836,-2.76077,#SPILL!
3.00017,70487.77344,0.16864,-2.60136,#SPILL!
3.00017,70576,0.16873,-2.54823,#SPILL!
3.00017,70686.14844,0.16864,-2.60136,#SPILL!
3.00017,70796.5,0.16882,-2.49509,#SPILL!
3.00017,70906.71094,0.16864,-2.60136,#SPILL!
3.00017,70994.8125,0.16845,-2.70764,#SPILL!
3.00017,71104.96094,0.16882,-2.49509,#SPILL!
3.00017,71215.38281,0.16854,-2.6545,#SPILL!
3.00017,71325.76563,0.16864,-2.60136,#SPILL!
3.00017,71414.00781,0.16864,-2.60136,#SPILL!
3.00017,71524.26563,0.16864,-2.60136,#SPILL!
3.00017,71634.40625,0.16864,-2.60136,#SPILL!
3.00017,71744.6875,0.16864,-2.60136,#SPILL!
3.00017,71832.84375,0.16864,-2.60136,#SPILL!
3.00017,71943.10938,0.16864,-2.60136,#SPILL!
3.00017,72053.40625,0.16882,-2.49509,#SPILL!
3.00017,72141.5625,0.16864,-2.60136,#SPILL!
3.00017,72251.71875,0.16854,-2.6545,#SPILL!
3.00017,72361.89844,0.16864,-2.60136,#SPILL!
3.00017,72472.0625,0.16854,-2.6545,#SPILL!
3.00017,72560.32031,0.16864,-2.60136,#SPILL!
3.00017,72692.67969,0.16873,-2.54823,#SPILL!
3.00017,72803.01563,0.16873,-2.54823,#SPILL!
3.00017,72891.32813,0.16864,-2.60136,#SPILL!
3.00017,73001.46094,0.16854,-2.6545,#SPILL!
3.00017,73111.5625,0.16873,-2.54823,#SPILL!
3.00017,73199.86719,0.16864,-2.60136,#SPILL!
3.00017,73310.17969,0.16864,-2.60136,#SPILL!
3.00017,73420.13281,0.16836,-2.76077,#SPILL!
3.00017,73508.65625,0.16854,-2.6545,#SPILL!
3.00017,73618.8125,0.16854,-2.6545,#SPILL!
3.00017,73729.16406,0.16854,-2.6545,#SPILL!
3.00017,73817.16406,0.16882,-2.49509,#SPILL!
3.00017,73927.29688,0.16882,-2.49509,#SPILL!
3.00017,74037.39063,0.16854,-2.6545,#SPILL!
3.00017,74147.75781,0.16864,-2.60136,#SPILL!
3.00017,74258.02344,0.16864,-2.60136,#SPILL!
3.00017,74368.26563,0.16864,-2.60136,#SPILL!
3.00017,74456.48438,0.16864,-2.60136,#SPILL!
3.00017,74544.63281,0.16854,-2.6545,#SPILL!
3.00017,74655.03125,0.16864,-2.60136,#SPILL!
3.00017,74765.55469,0.16864,-2.60136,#SPILL!
3.00017,74875.83594,0.16854,-2.6545,#SPILL!
3.00017,74986.11719,0.16864,-2.60136,#SPILL!
3.00017,75074.41406,0.16864,-2.60136,#SPILL!
3.00017,75184.66406,0.16864,-2.60136,#SPILL!
3.00017,75294.95313,0.16854,-2.6545,#SPILL!
3.00017,75382.97656,0.16873,-2.54823,#SPILL!
3.00017,75493.32031,0.16864,-2.60136,#SPILL!
3.00017,75603.42188,0.16854,-2.6545,#SPILL!
3.00017,75713.71875,0.16873,-2.54823,#SPILL!
3.00017,75823.84375,0.16845,-2.70764,#SPILL!
3.00017,75912,0.16854,-2.6545,#SPILL!
3.00017,76022.32031,0.16854,-2.6545,#SPILL!
3.00017,76110.5625,0.16873,-2.54823,#SPILL!
3.00017,76242.72656,0.16864,-2.60136,#SPILL!
3.00017,76330.96094,0.16873,-2.54823,#SPILL!
3.00017,76441.46875,0.16864,-2.60136,#SPILL!
3.00017,76551.51563,0.16873,-2.54823,#SPILL!
3.00017,76639.89063,0.16836,-2.76077,#SPILL!
3.00017,76750.0625,0.16864,-2.60136,#SPILL!
3.00017,76860.20313,0.16854,-2.6545,#SPILL!
3.00017,76948.38281,0.16864,-2.60136,#SPILL!
3.00017,77058.90625,0.16854,-2.6545,#SPILL!
3.00017,77168.89844,0.16854,-2.6545,#SPILL!
3.00017,77279.14063,0.16864,-2.60136,#SPILL!
3.00017,77367.32813,0.16864,-2.60136,#SPILL!
3.00017,77477.49219,0.16864,-2.60136,#SPILL!
3.00017,77587.75,0.16854,-2.6545,#SPILL!
3.00017,77697.97656,0.16864,-2.60136,#SPILL!
3.00017,77786.24219,0.16854,-2.6545,#SPILL!
3.00017,77896.45313,0.16864,-2.60136,#SPILL!
3.00017,78006.66406,0.16854,-2.6545,#SPILL!
3.00017,78116.89063,0.16864,-2.60136,#SPILL!
3.00017,78227.28906,0.16864,-2.60136,#SPILL!
3.00017,78315.83594,0.16864,-2.60136,#SPILL!
3.00017,78426.24219,0.16854,-2.6545,#SPILL!
3.00017,78514.32031,0.16854,-2.6545,#SPILL!
3.00017,78646.60156,0.16854,-2.6545,#SPILL!
3.00017,78735.03125,0.16836,-2.76077,#SPILL!
3.00017,78845.03906,0.16854,-2.6545,#SPILL!
3.00017,78933.34375,0.16854,-2.6545,#SPILL!
3.00017,79043.64844,0.16873,-2.54823,#SPILL!
3.00017,79153.78906,0.16845,-2.70764,#SPILL!
3.00017,79263.97656,0.16854,-2.6545,#SPILL!
3.00017,79352.19531,0.16845,-2.70764,#SPILL!
3.00017,79462.35938,0.16864,-2.60136,#SPILL!
3.00017,79572.60156,0.16873,-2.54823,#SPILL!
3.00017,79682.96875,0.16845,-2.70764,#SPILL!
3.00017,79771.17188,0.16854,-2.6545,#SPILL!
3.00017,79881.32813,0.16873,-2.54823,#SPILL!
3.00017,79991.63281,0.16854,-2.6545,#SPILL!
3.00017,80101.70313,0.16864,-2.60136,#SPILL!
3.00017,80189.98438,0.16845,-2.70764,#SPILL!
3.00017,80300.13281,0.16864,-2.60136,#SPILL!
3.00017,80410.44531,0.16864,-2.60136,#SPILL!
3.00017,80498.67188,0.16854,-2.6545,#SPILL!
3.00017,80609.00781,0.16854,-2.6545,#SPILL!
3.00017,80719.19531,0.16854,-2.6545,#SPILL!
3.00017,80829.52344,0.16864,-2.60136,#SPILL!
3.00017,80917.55469,0.16864,-2.60136,#SPILL!
3.00017,81027.78906,0.16854,-2.6545,#SPILL!
3.00017,81138.00781,0.16854,-2.6545,#SPILL!
3.00017,81226.16406,0.16854,-2.6545,#SPILL!
3.00017,81336.33594,0.16854,-2.6545,#SPILL!
3.00017,81468.78906,0.16854,-2.6545,#SPILL!
3.00017,81556.88281,0.16854,-2.6545,#SPILL!
3.00017,81667.21875,0.16864,-2.60136,#SPILL!
3.00017,81777.5625,0.16836,-2.76077,#SPILL!
3.00017,81887.85156,0.16836,-2.76077,#SPILL!
3.00017,81976.17188,0.16854,-2.6545,#SPILL!
3.00017,82086.375,0.16864,-2.60136,#SPILL!
3.00017,82196.57813,0.16845,-2.70764,#SPILL!
3.00017,82284.90625,0.16864,-2.60136,#SPILL!
3.00017,82395.02344,0.16845,-2.70764,#SPILL!
3.00017,82483.35938,0.16854,-2.6545,#SPILL!
3.00017,82615.61719,0.16854,-2.6545,#SPILL!
3.00017,82703.64844,0.16854,-2.6545,#SPILL!
3.00017,82814.01562,0.16873,-2.54823,#SPILL!
3.00017,82924.19531,0.16845,-2.70764,#SPILL!
3.00017,83012.40625,0.16854,-2.6545,#SPILL!
3.00017,83122.53125,0.16845,-2.70764,#SPILL!
3.00017,83233.01563,0.16854,-2.6545,#SPILL!
3.00017,83321.08594,0.16845,-2.70764,#SPILL!
3.00017,83431.36719,0.16854,-2.6545,#SPILL!
3.00017,83541.53125,0.16836,-2.76077,#SPILL!
3.00017,83651.70313,0.16864,-2.60136,#SPILL!
3.00017,83762.09375,0.16864,-2.60136,#SPILL!
3.00017,83850.04688,0.16845,-2.70764,#SPILL!
3.00017,83960.20312,0.16873,-2.54823,#SPILL!
3.00017,84070.65625,0.16845,-2.70764,#SPILL!
3.00017,84180.97656,0.16854,-2.6545,#SPILL!
3.00017,84269.17188,0.16854,-2.6545,#SPILL!
3.00017,84379.35938,0.16854,-2.6545,#SPILL!
3.00017,84489.3125,0.16854,-2.6545,#SPILL!
3.00017,84599.76563,0.16854,-2.6545,#SPILL!
3.00017,84687.79688,0.16873,-2.54823,#SPILL!
3.00017,84798.09375,0.16854,-2.6545,#SPILL!
3.00017,84908.45313,0.16836,-2.76077,#SPILL!
3.00017,84996.625,0.16845,-2.70764,#SPILL!
3.00017,85106.92969,0.16873,-2.54823,#SPILL!
3.00017,85217,0.16854,-2.6545,#SPILL!
3.00017,85305.13281,0.16864,-2.60136,#SPILL!
3.00017,85415.53125,0.16854,-2.6545,#SPILL!
3.00017,85525.92188,0.16854,-2.6545,#SPILL!
3.00017,85636.15625,0.16854,-2.6545,#SPILL!
3.00017,85724.33594,0.16864,-2.60136,#SPILL!
3.00017,85834.63281,0.16854,-2.6545,#SPILL!
3.00017,85944.92188,0.16827,-2.81391,#SPILL!
3.00017,86055.08594,0.16864,-2.60136,#SPILL!
3.00017,86143.24219,0.16864,-2.60136,#SPILL!
3.00017,86253.33594,0.16864,-2.60136,#SPILL!
3.00017,86406.1875,0.16854,-2.6545,#SPILL!
3.00017,86406.47656,0.16854,-2.6545,#SPILL!
3.00017,86426.63281,0.16864,-2.60136,#SPILL!
3.00017,86482.23438,0.16864,-2.60136,#SPILL!
3.00017,86526.32031,0.16854,-2.6545,#SPILL!
3.00017,86581.54688,0.16864,-2.60136,#SPILL!
3.00017,86636.49219,0.16873,-2.54823,#SPILL!
3.00017,86691.5,0.16854,-2.6545,#SPILL!
3.00017,86735.54688,0.16864,-2.60136,#SPILL!
3.00017,86790.64844,0.16836,-2.76077,#SPILL!
3.00017,86845.86719,0.16854,-2.6545,#SPILL!
3.00017,86900.85937,0.16873,-2.54823,#SPILL!
3.00017,86944.78906,0.16827,-2.81391,#SPILL!
3.00017,86999.94531,0.16864,-2.60136,#SPILL!
3.00017,87054.96875,0.16854,-2.6545,#SPILL!
3.00017,87099.03125,0.16836,-2.76077,#SPILL!
3.00017,87154.15625,0.16854,-2.6545,#SPILL!
3.00017,87209,0.16845,-2.70764,#SPILL!
3.00017,87264.09375,0.16864,-2.60136,#SPILL!
3.00017,87319.16406,0.16845,-2.70764,#SPILL!
3.00017,87363.27344,0.16836,-2.76077,#SPILL!
3.00017,87418.24219,0.16854,-2.6545,#SPILL!
3.00017,87473.25781,0.16836,-2.76077,#SPILL!
3.00017,87528.4375,0.16854,-2.6545,#SPILL!
3.00017,87583.44531,0.16854,-2.6545,#SPILL!
3.00017,87627.375,0.16854,-2.6545,#SPILL!
3.00017,87682.51563,0.16845,-2.70764,#SPILL!
3.00017,87737.55469,0.16864,-2.60136,#SPILL!
3.00017,87781.65625,0.16836,-2.76077,#SPILL!
3.00017,87836.53125,0.16854,-2.6545,#SPILL!
3.00017,87891.65625,0.16854,-2.6545,#SPILL!
3.00017,87935.73437,0.16845,-2.70764,#SPILL!
3.00017,87990.78125,0.16836,-2.76077,#SPILL!
3.00017,88045.88281,0.16864,-2.60136,#SPILL!
3.00017,88100.58594,0.16854,-2.6545,#SPILL!
3.00017,88155.72656,0.16854,-2.6545,#SPILL!
3.00017,88199.83594,0.16854,-2.6545,#SPILL!
3.00017,88254.85938,0.16864,-2.60136,#SPILL!
3.00017,88309.82813,0.16836,-2.76077,#SPILL!
3.00017,88364.85938,0.16845,-2.70764,#SPILL!
3.00017,88420.04688,0.16854,-2.6545,#SPILL!
3.00017,88464.10938,0.16836,-2.76077,#SPILL!
3.00017,88519.02344,0.16854,-2.6545,#SPILL!
3.00017,88574.125,0.16845,-2.70764,#SPILL!
3.00017,88618.24219,0.16854,-2.6545,#SPILL!
3.00017,88673.30469,0.16845,-2.70764,#SPILL!
3.00017,88728.23438,0.16854,-2.6545,#SPILL!
3.00017,88783.28125,0.16854,-2.6545,#SPILL!
3.00017,88827.29688,0.16836,-2.76077,#SPILL!
3.00017,88882.50781,0.16845,-2.70764,#SPILL!
3.00017,88926.625,0.16845,-2.70764,#SPILL!
3.00017,88992.99219,0.16845,-2.70764,#SPILL!
3.00017,89037.07813,0.16854,-2.6545,#SPILL!
3.00017,89092.11719,0.16864,-2.60136,#SPILL!
3.00017,89147.23438,0.16845,-2.70764,#SPILL!
3.00017,89202.09375,0.16854,-2.6545,#SPILL!
3.00017,89246.14844,0.16845,-2.70764,#SPILL!
3.00017,89301.35156,0.16836,-2.76077,#SPILL!
3.00017,89356.29688,0.16836,-2.76077,#SPILL!
3.00017,89400.32031,0.16836,-2.76077,#SPILL!
3.00017,89455.34375,0.16864,-2.60136,#SPILL!
3.00017,89510.35938,0.16854,-2.6545,#SPILL!
3.00017,89565.52344,0.16836,-2.76077,#SPILL!
3.00017,89609.35938,0.16845,-2.70764,#SPILL!
3.00017,89664.4375,0.16854,-2.6545,#SPILL!
3.00017,89708.77344,0.16854,-2.6545,#SPILL!
3.00017,89763.66406,0.16854,-2.6545,#SPILL!
3.00017,89818.78906,0.16864,-2.60136,#SPILL!
3.00017,89873.60156,0.16854,-2.6545,#SPILL!
3.00017,89917.70313,0.16864,-2.60136,#SPILL!
3.00017,89972.875,0.16845,-2.70764,#SPILL!
3.00017,89998.5,0.16864,-2.60136,#SPILL!
